Date,Ref ID,Type,Description,Agency,Amount,Balance
01/17/2025,98100818,Service Fee,"Service Fee for Starlight Interactive - Sprint 409",,-195.20,418862.80
02/18/2026,98100819,Fixed Price,"Invoice for Quantum Code Soft - Sprint 410",,1118.00,419980.80
02/18/2026,98100820,Service Fee,"Service Fee for Quantum Code Soft - Sprint 410",,-111.80,419869.00
03/19/2025,98100821,Hourly,"Invoice for TechFlow Labs LLC - Sprint 411",,609.00,420478.00
03/19/2025,98100822,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 411",,-60.90,420417.10
04/20/2026,98100823,Fixed Price,"Invoice for Acme Corp - Sprint 412",,860.00,421277.10
04/20/2026,98100824,Service Fee,"Service Fee for Acme Corp - Sprint 412",,-86.00,421191.10
05/21/2025,98100825,Hourly,"Invoice for Horizon Media Ltd - Sprint 413",,1959.00,423150.10
05/21/2025,98100826,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 413",,-195.90,422954.20
06/22/2026,98100827,Fixed Price,"Invoice for Apex Digital Inc - Sprint 414",,317.00,423271.20
06/22/2026,98100828,Service Fee,"Service Fee for Apex Digital Inc - Sprint 414",,-31.70,423239.50
07/23/2025,98100829,Hourly,"Invoice for Vanguard Software Studio - Sprint 415",,1230.00,424469.50
07/23/2025,98100830,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 415",,-123.00,424346.50
08/24/2026,98100831,Fixed Price,"Invoice for Nexus Systems - Sprint 416",,1632.00,425978.50
08/24/2026,98100832,Service Fee,"Service Fee for Nexus Systems - Sprint 416",,-163.20,425815.30
09/25/2025,98100833,Hourly,"Invoice for CyberPulse Interactive - Sprint 417",,1099.00,426914.30
09/25/2025,98100834,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 417",,-109.90,426804.40
10/26/2026,98100835,Fixed Price,"Invoice for BlueSky Solutions - Sprint 418",,324.00,427128.40
10/26/2026,98100836,Service Fee,"Service Fee for BlueSky Solutions - Sprint 418",,-32.40,427096.00
11/27/2025,98100837,Hourly,"Invoice for Starlight Interactive - Sprint 419",,834.00,427930.00
11/27/2025,98100838,Service Fee,"Service Fee for Starlight Interactive - Sprint 419",,-83.40,427846.60
12/28/2026,98100839,Fixed Price,"Invoice for Quantum Code Soft - Sprint 420",,429.00,428275.60
12/28/2026,98100840,Service Fee,"Service Fee for Quantum Code Soft - Sprint 420",,-42.90,428232.70
01/01/2025,98100841,Hourly,"Invoice for TechFlow Labs LLC - Sprint 421",,1097.00,429329.70
01/01/2025,98100842,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 421",,-109.70,429220.00
02/02/2026,98100843,Fixed Price,"Invoice for Acme Corp - Sprint 422",,1450.00,430670.00
02/02/2026,98100844,Service Fee,"Service Fee for Acme Corp - Sprint 422",,-145.00,430525.00
03/03/2025,98100845,Hourly,"Invoice for Horizon Media Ltd - Sprint 423",,1449.00,431974.00
03/03/2025,98100846,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 423",,-144.90,431829.10
04/04/2026,98100847,Fixed Price,"Invoice for Apex Digital Inc - Sprint 424",,756.00,432585.10
04/04/2026,98100848,Service Fee,"Service Fee for Apex Digital Inc - Sprint 424",,-75.60,432509.50
05/05/2025,98100849,Hourly,"Invoice for Vanguard Software Studio - Sprint 425",,1219.00,433728.50
05/05/2025,98100850,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 425",,-121.90,433606.60
06/06/2026,98100851,Fixed Price,"Invoice for Nexus Systems - Sprint 426",,930.00,434536.60
06/06/2026,98100852,Service Fee,"Service Fee for Nexus Systems - Sprint 426",,-93.00,434443.60
07/07/2025,98100853,Hourly,"Invoice for CyberPulse Interactive - Sprint 427",,942.00,435385.60
07/07/2025,98100854,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 427",,-94.20,435291.40
08/08/2026,98100855,Fixed Price,"Invoice for BlueSky Solutions - Sprint 428",,336.00,435627.40
08/08/2026,98100856,Service Fee,"Service Fee for BlueSky Solutions - Sprint 428",,-33.60,435593.80
09/09/2025,98100857,Hourly,"Invoice for Starlight Interactive - Sprint 429",,541.00,436134.80
09/09/2025,98100858,Service Fee,"Service Fee for Starlight Interactive - Sprint 429",,-54.10,436080.70
10/10/2026,98100859,Fixed Price,"Invoice for Quantum Code Soft - Sprint 430",,1716.00,437796.70
10/10/2026,98100860,Service Fee,"Service Fee for Quantum Code Soft - Sprint 430",,-171.60,437625.10
11/11/2025,98100861,Hourly,"Invoice for TechFlow Labs LLC - Sprint 431",,1472.00,439097.10
11/11/2025,98100862,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 431",,-147.20,438949.90
12/12/2026,98100863,Fixed Price,"Invoice for Acme Corp - Sprint 432",,349.00,439298.90
12/12/2026,98100864,Service Fee,"Service Fee for Acme Corp - Sprint 432",,-34.90,439264.00
01/13/2025,98100865,Hourly,"Invoice for Horizon Media Ltd - Sprint 433",,640.00,439904.00
01/13/2025,98100866,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 433",,-64.00,439840.00
02/14/2026,98100867,Fixed Price,"Invoice for Apex Digital Inc - Sprint 434",,805.00,440645.00
02/14/2026,98100868,Service Fee,"Service Fee for Apex Digital Inc - Sprint 434",,-80.50,440564.50
03/15/2025,98100869,Hourly,"Invoice for Vanguard Software Studio - Sprint 435",,1376.00,441940.50
03/15/2025,98100870,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 435",,-137.60,441802.90
04/16/2026,98100871,Fixed Price,"Invoice for Nexus Systems - Sprint 436",,687.00,442489.90
04/16/2026,98100872,Service Fee,"Service Fee for Nexus Systems - Sprint 436",,-68.70,442421.20
05/17/2025,98100873,Hourly,"Invoice for CyberPulse Interactive - Sprint 437",,1325.00,443746.20
05/17/2025,98100874,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 437",,-132.50,443613.70
06/18/2026,98100875,Fixed Price,"Invoice for BlueSky Solutions - Sprint 438",,1894.00,445507.70
06/18/2026,98100876,Service Fee,"Service Fee for BlueSky Solutions - Sprint 438",,-189.40,445318.30
07/19/2025,98100877,Hourly,"Invoice for Starlight Interactive - Sprint 439",,988.00,446306.30
07/19/2025,98100878,Service Fee,"Service Fee for Starlight Interactive - Sprint 439",,-98.80,446207.50
08/20/2026,98100879,Fixed Price,"Invoice for Quantum Code Soft - Sprint 440",,1813.00,448020.50
08/20/2026,98100880,Service Fee,"Service Fee for Quantum Code Soft - Sprint 440",,-181.30,447839.20
09/21/2025,98100881,Hourly,"Invoice for TechFlow Labs LLC - Sprint 441",,1233.00,449072.20
09/21/2025,98100882,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 441",,-123.30,448948.90
10/22/2026,98100883,Fixed Price,"Invoice for Acme Corp - Sprint 442",,1797.00,450745.90
10/22/2026,98100884,Service Fee,"Service Fee for Acme Corp - Sprint 442",,-179.70,450566.20
11/23/2025,98100885,Hourly,"Invoice for Horizon Media Ltd - Sprint 443",,1416.00,451982.20
11/23/2025,98100886,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 443",,-141.60,451840.60
12/24/2026,98100887,Fixed Price,"Invoice for Apex Digital Inc - Sprint 444",,404.00,452244.60
12/24/2026,98100888,Service Fee,"Service Fee for Apex Digital Inc - Sprint 444",,-40.40,452204.20
01/25/2025,98100889,Hourly,"Invoice for Vanguard Software Studio - Sprint 445",,1069.00,453273.20
01/25/2025,98100890,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 445",,-106.90,453166.30
02/26/2026,98100891,Fixed Price,"Invoice for Nexus Systems - Sprint 446",,1824.00,454990.30
02/26/2026,98100892,Service Fee,"Service Fee for Nexus Systems - Sprint 446",,-182.40,454807.90
03/27/2025,98100893,Hourly,"Invoice for CyberPulse Interactive - Sprint 447",,525.00,455332.90
03/27/2025,98100894,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 447",,-52.50,455280.40
04/28/2026,98100895,Fixed Price,"Invoice for BlueSky Solutions - Sprint 448",,1786.00,457066.40
04/28/2026,98100896,Service Fee,"Service Fee for BlueSky Solutions - Sprint 448",,-178.60,456887.80
05/01/2025,98100897,Hourly,"Invoice for Starlight Interactive - Sprint 449",,1330.00,458217.80
05/01/2025,98100898,Service Fee,"Service Fee for Starlight Interactive - Sprint 449",,-133.00,458084.80
06/02/2026,98100899,Fixed Price,"Invoice for Quantum Code Soft - Sprint 450",,743.00,458827.80
06/02/2026,98100900,Service Fee,"Service Fee for Quantum Code Soft - Sprint 450",,-74.30,458753.50
07/03/2025,98100901,Hourly,"Invoice for TechFlow Labs LLC - Sprint 451",,1595.00,460348.50
07/03/2025,98100902,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 451",,-159.50,460189.00
08/04/2026,98100903,Fixed Price,"Invoice for Acme Corp - Sprint 452",,1121.00,461310.00
08/04/2026,98100904,Service Fee,"Service Fee for Acme Corp - Sprint 452",,-112.10,461197.90
09/05/2025,98100905,Hourly,"Invoice for Horizon Media Ltd - Sprint 453",,1151.00,462348.90
09/05/2025,98100906,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 453",,-115.10,462233.80
10/06/2026,98100907,Fixed Price,"Invoice for Apex Digital Inc - Sprint 454",,401.00,462634.80
10/06/2026,98100908,Service Fee,"Service Fee for Apex Digital Inc - Sprint 454",,-40.10,462594.70
11/07/2025,98100909,Hourly,"Invoice for Vanguard Software Studio - Sprint 455",,1550.00,464144.70
11/07/2025,98100910,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 455",,-155.00,463989.70
12/08/2026,98100911,Fixed Price,"Invoice for Nexus Systems - Sprint 456",,1769.00,465758.70
12/08/2026,98100912,Service Fee,"Service Fee for Nexus Systems - Sprint 456",,-176.90,465581.80
01/09/2025,98100913,Hourly,"Invoice for CyberPulse Interactive - Sprint 457",,698.00,466279.80
01/09/2025,98100914,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 457",,-69.80,466210.00
02/10/2026,98100915,Fixed Price,"Invoice for BlueSky Solutions - Sprint 458",,276.00,466486.00
02/10/2026,98100916,Service Fee,"Service Fee for BlueSky Solutions - Sprint 458",,-27.60,466458.40
03/11/2025,98100917,Hourly,"Invoice for Starlight Interactive - Sprint 459",,1641.00,468099.40
03/11/2025,98100918,Service Fee,"Service Fee for Starlight Interactive - Sprint 459",,-164.10,467935.30
04/12/2026,98100919,Fixed Price,"Invoice for Quantum Code Soft - Sprint 460",,1473.00,469408.30
04/12/2026,98100920,Service Fee,"Service Fee for Quantum Code Soft - Sprint 460",,-147.30,469261.00
05/13/2025,98100921,Hourly,"Invoice for TechFlow Labs LLC - Sprint 461",,1366.00,470627.00
05/13/2025,98100922,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 461",,-136.60,470490.40
06/14/2026,98100923,Fixed Price,"Invoice for Acme Corp - Sprint 462",,1225.00,471715.40
06/14/2026,98100924,Service Fee,"Service Fee for Acme Corp - Sprint 462",,-122.50,471592.90
07/15/2025,98100925,Hourly,"Invoice for Horizon Media Ltd - Sprint 463",,991.00,472583.90
07/15/2025,98100926,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 463",,-99.10,472484.80
08/16/2026,98100927,Fixed Price,"Invoice for Apex Digital Inc - Sprint 464",,1838.00,474322.80
08/16/2026,98100928,Service Fee,"Service Fee for Apex Digital Inc - Sprint 464",,-183.80,474139.00
09/17/2025,98100929,Hourly,"Invoice for Vanguard Software Studio - Sprint 465",,1681.00,475820.00
09/17/2025,98100930,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 465",,-168.10,475651.90
10/18/2026,98100931,Fixed Price,"Invoice for Nexus Systems - Sprint 466",,326.00,475977.90
10/18/2026,98100932,Service Fee,"Service Fee for Nexus Systems - Sprint 466",,-32.60,475945.30
11/19/2025,98100933,Hourly,"Invoice for CyberPulse Interactive - Sprint 467",,725.00,476670.30
11/19/2025,98100934,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 467",,-72.50,476597.80
12/20/2026,98100935,Fixed Price,"Invoice for BlueSky Solutions - Sprint 468",,1202.00,477799.80
12/20/2026,98100936,Service Fee,"Service Fee for BlueSky Solutions - Sprint 468",,-120.20,477679.60
01/21/2025,98100937,Hourly,"Invoice for Starlight Interactive - Sprint 469",,1422.00,479101.60
01/21/2025,98100938,Service Fee,"Service Fee for Starlight Interactive - Sprint 469",,-142.20,478959.40
02/22/2026,98100939,Fixed Price,"Invoice for Quantum Code Soft - Sprint 470",,604.00,479563.40
02/22/2026,98100940,Service Fee,"Service Fee for Quantum Code Soft - Sprint 470",,-60.40,479503.00
03/23/2025,98100941,Hourly,"Invoice for TechFlow Labs LLC - Sprint 471",,1291.00,480794.00
03/23/2025,98100942,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 471",,-129.10,480664.90
04/24/2026,98100943,Fixed Price,"Invoice for Acme Corp - Sprint 472",,1563.00,482227.90
04/24/2026,98100944,Service Fee,"Service Fee for Acme Corp - Sprint 472",,-156.30,482071.60
05/25/2025,98100945,Hourly,"Invoice for Horizon Media Ltd - Sprint 473",,837.00,482908.60
05/25/2025,98100946,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 473",,-83.70,482824.90
06/26/2026,98100947,Fixed Price,"Invoice for Apex Digital Inc - Sprint 474",,1416.00,484240.90
06/26/2026,98100948,Service Fee,"Service Fee for Apex Digital Inc - Sprint 474",,-141.60,484099.30
07/27/2025,98100949,Hourly,"Invoice for Vanguard Software Studio - Sprint 475",,1755.00,485854.30
07/27/2025,98100950,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 475",,-175.50,485678.80
08/28/2026,98100951,Fixed Price,"Invoice for Nexus Systems - Sprint 476",,1515.00,487193.80
08/28/2026,98100952,Service Fee,"Service Fee for Nexus Systems - Sprint 476",,-151.50,487042.30
09/01/2025,98100953,Hourly,"Invoice for CyberPulse Interactive - Sprint 477",,1999.00,489041.30
09/01/2025,98100954,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 477",,-199.90,488841.40
10/02/2026,98100955,Fixed Price,"Invoice for BlueSky Solutions - Sprint 478",,542.00,489383.40
10/02/2026,98100956,Service Fee,"Service Fee for BlueSky Solutions - Sprint 478",,-54.20,489329.20
11/03/2025,98100957,Hourly,"Invoice for Starlight Interactive - Sprint 479",,281.00,489610.20
11/03/2025,98100958,Service Fee,"Service Fee for Starlight Interactive - Sprint 479",,-28.10,489582.10
12/04/2026,98100959,Fixed Price,"Invoice for Quantum Code Soft - Sprint 480",,829.00,490411.10
12/04/2026,98100960,Service Fee,"Service Fee for Quantum Code Soft - Sprint 480",,-82.90,490328.20
01/05/2025,98100961,Hourly,"Invoice for TechFlow Labs LLC - Sprint 481",,1897.00,492225.20
01/05/2025,98100962,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 481",,-189.70,492035.50
02/06/2026,98100963,Fixed Price,"Invoice for Acme Corp - Sprint 482",,1922.00,493957.50
02/06/2026,98100964,Service Fee,"Service Fee for Acme Corp - Sprint 482",,-192.20,493765.30
03/07/2025,98100965,Hourly,"Invoice for Horizon Media Ltd - Sprint 483",,1802.00,495567.30
03/07/2025,98100966,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 483",,-180.20,495387.10
04/08/2026,98100967,Fixed Price,"Invoice for Apex Digital Inc - Sprint 484",,1041.00,496428.10
04/08/2026,98100968,Service Fee,"Service Fee for Apex Digital Inc - Sprint 484",,-104.10,496324.00
05/09/2025,98100969,Hourly,"Invoice for Vanguard Software Studio - Sprint 485",,1122.00,497446.00
05/09/2025,98100970,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 485",,-112.20,497333.80
06/10/2026,98100971,Fixed Price,"Invoice for Nexus Systems - Sprint 486",,1557.00,498890.80
06/10/2026,98100972,Service Fee,"Service Fee for Nexus Systems - Sprint 486",,-155.70,498735.10
07/11/2025,98100973,Hourly,"Invoice for CyberPulse Interactive - Sprint 487",,655.00,499390.10
07/11/2025,98100974,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 487",,-65.50,499324.60
08/12/2026,98100975,Fixed Price,"Invoice for BlueSky Solutions - Sprint 488",,1153.00,500477.60
08/12/2026,98100976,Service Fee,"Service Fee for BlueSky Solutions - Sprint 488",,-115.30,500362.30
09/13/2025,98100977,Hourly,"Invoice for Starlight Interactive - Sprint 489",,1334.00,501696.30
09/13/2025,98100978,Service Fee,"Service Fee for Starlight Interactive - Sprint 489",,-133.40,501562.90
10/14/2026,98100979,Fixed Price,"Invoice for Quantum Code Soft - Sprint 490",,866.00,502428.90
10/14/2026,98100980,Service Fee,"Service Fee for Quantum Code Soft - Sprint 490",,-86.60,502342.30
11/15/2025,98100981,Hourly,"Invoice for TechFlow Labs LLC - Sprint 491",,304.00,502646.30
11/15/2025,98100982,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 491",,-30.40,502615.90
12/16/2026,98100983,Fixed Price,"Invoice for Acme Corp - Sprint 492",,1309.00,503924.90
12/16/2026,98100984,Service Fee,"Service Fee for Acme Corp - Sprint 492",,-130.90,503794.00
01/17/2025,98100985,Hourly,"Invoice for Horizon Media Ltd - Sprint 493",,307.00,504101.00
01/17/2025,98100986,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 493",,-30.70,504070.30
02/18/2026,98100987,Fixed Price,"Invoice for Apex Digital Inc - Sprint 494",,1656.00,505726.30
02/18/2026,98100988,Service Fee,"Service Fee for Apex Digital Inc - Sprint 494",,-165.60,505560.70
03/19/2025,98100989,Hourly,"Invoice for Vanguard Software Studio - Sprint 495",,1766.00,507326.70
03/19/2025,98100990,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 495",,-176.60,507150.10
04/20/2026,98100991,Fixed Price,"Invoice for Nexus Systems - Sprint 496",,1686.00,508836.10
04/20/2026,98100992,Service Fee,"Service Fee for Nexus Systems - Sprint 496",,-168.60,508667.50
05/21/2025,98100993,Hourly,"Invoice for CyberPulse Interactive - Sprint 497",,609.00,509276.50
05/21/2025,98100994,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 497",,-60.90,509215.60
06/22/2026,98100995,Fixed Price,"Invoice for BlueSky Solutions - Sprint 498",,1373.00,510588.60
06/22/2026,98100996,Service Fee,"Service Fee for BlueSky Solutions - Sprint 498",,-137.30,510451.30
07/23/2025,98100997,Hourly,"Invoice for Starlight Interactive - Sprint 499",,1829.00,512280.30
07/23/2025,98100998,Service Fee,"Service Fee for Starlight Interactive - Sprint 499",,-182.90,512097.40
08/24/2026,98100999,Fixed Price,"Invoice for Quantum Code Soft - Sprint 500",,1074.00,513171.40
08/24/2026,98101000,Service Fee,"Service Fee for Quantum Code Soft - Sprint 500",,-107.40,513064.00
